title,year,doi,url,status,discovered_by
A status quo investigation of large-language models for cost-effective computational fluid dynamics automation with OpenFOAMGPT,2025,10.1016/j.taml.2025.100623,https://doi.org/10.1016/j.taml.2025.100623,citation_neighbor_not_screened,citation-graph.json
A tensorial approach to computational continuum mechanics using object-oriented techniques,1998,10.1063/1.168744,https://doi.org/10.1063/1.168744,citation_neighbor_not_screened,citation-graph.json
A-MEM: Agentic Memory for LLM Agents,2025,10.48550/arxiv.2502.12110,https://doi.org/10.48550/arxiv.2502.12110,priority_reading_not_fulltext_validated,search-11.json
A-Mem: Agentic Memory for LLM Agents,2025,10.52202/085713-0593,https://doi.org/10.52202/085713-0593,candidate_not_fully_reviewed,search-11.json
ABC: A Big CAD Model Dataset for Geometric Deep Learning,2019,10.1109/cvpr.2019.00983,https://doi.org/10.1109/cvpr.2019.00983,priority_reading_not_fulltext_validated,citation-graph.json
Accelerating materials discovery via AI-Agent integration of large language models and simulation tools,2026,10.20517/jmi.2025.69,https://doi.org/10.20517/jmi.2025.69,candidate_not_fully_reviewed,search-4.json
Adaptive Protein Tokenization,2026,10.48550/arxiv.2602.06418,https://doi.org/10.48550/arxiv.2602.06418,citation_neighbor_not_screened,citation-graph.json
Additive-feature-attribution methods: A review on explainable artificial intelligence for fluid dynamics and heat transfer,2025,10.1016/j.ijheatfluidflow.2024.109662,https://doi.org/10.1016/j.ijheatfluidflow.2024.109662,citation_neighbor_not_screened,citation-graph.json
Agent Skills from the Perspective of Procedural Memory: A Survey,2026,10.36227/techrxiv.176857932.25697838/v1,https://doi.org/10.36227/techrxiv.176857932.25697838/v1,candidate_not_fully_reviewed,search-1.json
Agent Skills: A Data-Driven Analysis of Claude Skills for Extending Large Language Model Functionality,2026,10.13140/rg.2.2.24951.07846,https://doi.org/10.13140/rg.2.2.24951.07846,candidate_not_fully_reviewed,search-1.json
Agent Skills: A Data-Driven Analysis of Claude Skills for Extending Large Language Model Functionality,2026,10.48550/arxiv.2602.08004,https://doi.org/10.48550/arxiv.2602.08004,candidate_not_fully_reviewed,search-1.json
Agent4CAPP: A LLMs-Based Agent Framework for CAPP,2026,10.1109/e-cargo70110.2026.11670797,https://doi.org/10.1109/e-cargo70110.2026.11670797,citation_neighbor_not_screened,citation-graph.json
Agentic Scientific Simulation: Execution-Grounded Model Construction and Reconstruction,2026,10.48550/arxiv.2603.00214,https://doi.org/10.48550/arxiv.2603.00214,citation_neighbor_not_screened,citation-graph.json
AI-driven design: powered by large language model and intelligent computation,2025,10.1088/2631-7990/adea23,https://doi.org/10.1088/2631-7990/adea23,candidate_not_fully_reviewed,search-2.json
ALL-FEM: Agentic Large Language Models fine-tuned for finite element methods,2026,10.1016/j.cma.2026.118985,https://doi.org/10.1016/j.cma.2026.118985,citation_neighbor_not_screened,citation-graph.json
ALL-FEM: Agentic Large Language models Fine-tuned for Finite Element Methods,2026,10.2139/ssrn.6103826,https://doi.org/10.2139/ssrn.6103826,citation_neighbor_not_screened,citation-graph.json
ALL-FEM: Agentic Large Language models Fine-tuned for Finite Element Methods,2026,10.48550/arxiv.2603.21011,https://doi.org/10.48550/arxiv.2603.21011,priority_reading_not_fulltext_validated,citation-graph.json
AMA: Adaptive Memory via Multi-Agent Collaboration,2026,10.48550/arxiv.2601.20352,https://doi.org/10.48550/arxiv.2601.20352,candidate_not_fully_reviewed,search-9.json
AMOS: Active Mining with Observable Steps for Agenda-Driven Review Knowledge Discovery,2026,10.1145/3770855.3817839,https://doi.org/10.1145/3770855.3817839,citation_neighbor_not_screened,citation-graph.json
An LLM-Based Agent Framework for Intelligent Power Module Design,2026,10.1109/eecr69522.2026.11548842,https://doi.org/10.1109/eecr69522.2026.11548842,citation_neighbor_not_screened,citation-graph.json
Anything2Skill: Compiling External Knowledge into Reusable Skills for Agents,2026,10.48550/arxiv.2606.09316,https://doi.org/10.48550/arxiv.2606.09316,candidate_not_fully_reviewed,search-1.json
Application and practice of construction project planning based on large language model (LLM),2025,10.1117/12.3061653,https://doi.org/10.1117/12.3061653,candidate_not_fully_reviewed,search-3.json
ARO: Large Language Model Supervised Robotics Text2Skill Autonomous Learning,2024,10.48550/arxiv.2403.15834,https://doi.org/10.48550/arxiv.2403.15834,candidate_not_fully_reviewed,search-5.json
"Artificial intelligence in fluidisation technology: promise, progress and pitfalls",2026,10.1016/j.coche.2026.101293,https://doi.org/10.1016/j.coche.2026.101293,citation_neighbor_not_screened,citation-graph.json
"Assessing DeepSeek in hypersonic applications: Fundamental knowledge, formula invocation and automated programing",2025,10.1063/5.0275677,https://doi.org/10.1063/5.0275677,citation_neighbor_not_screened,citation-graph.json
Augmenting large language models with chemistry tools,2024,10.1038/s42256-024-00832-8,https://doi.org/10.1038/s42256-024-00832-8,citation_neighbor_not_screened,citation-graph.json
Auto-Configuring Scientific Simulators with Lightweight Coding-Agent Adapters,2026,10.48550/arxiv.2606.09774,https://doi.org/10.48550/arxiv.2606.09774,citation_neighbor_not_screened,citation-graph.json
AutoCoSim: An LLM-RAG-based Multi-agent Framework for Automating Building Energy and CFD Co-simulation,2026,10.2139/ssrn.6172101,https://doi.org/10.2139/ssrn.6172101,citation_neighbor_not_screened,citation-graph.json
Automated Building Information Modeling Compliance Check through a Large Language Model Combined with Deep Learning and Ontology,2024,10.3390/buildings14071983,https://doi.org/10.3390/buildings14071983,candidate_not_fully_reviewed,search-7.json
Automated Generation of Robotic Planning Domains from Observations,2021,10.1109/iros51168.2021.9636781,https://doi.org/10.1109/iros51168.2021.9636781,candidate_not_fully_reviewed,search-8.json
Automated UAV Object Detector Design Using Large Language Model-Guided Architecture Search,2025,10.3390/drones9110803,https://doi.org/10.3390/drones9110803,candidate_not_fully_reviewed,search-10.json
Automatic machining feature recognition based on MBD and process semantics,2022,10.1016/j.compind.2022.103736,https://doi.org/10.1016/j.compind.2022.103736,citation_neighbor_not_screened,citation-graph.json
Automatic watershed segmentation of randomly textured color images,1997,10.1109/83.641413,https://doi.org/10.1109/83.641413,citation_neighbor_not_screened,citation-graph.json
Automating Structural Engineering Workflows with Large Language Model Agents,2025,10.48550/arxiv.2510.11004,https://doi.org/10.48550/arxiv.2510.11004,priority_reading_not_fulltext_validated,search-7.json
Automation of the CFD-based design process for turbomachinery blades using deep reinforcement learning,2026,10.1016/j.compfluid.2026.107163,https://doi.org/10.1016/j.compfluid.2026.107163,citation_neighbor_not_screened,citation-graph.json
AutoSizer: Automatic Sizing of Analog and Mixed-Signal Circuits via Large Language Model (LLM) Agents,2026,10.48550/arxiv.2602.02849,https://doi.org/10.48550/arxiv.2602.02849,priority_reading_not_fulltext_validated,search-5.json
"Better Harnesses, Smaller Models: Building 90% Cheaper Agents via Automated Harness Adaptation",2026,10.48550/arxiv.2607.08938,https://doi.org/10.48550/arxiv.2607.08938,citation_neighbor_not_screened,citation-graph.json
BIM-Edit: Benchmarking Large Language Models for IFC-Based Building Information Modeling,2026,10.48550/arxiv.2606.20146,https://doi.org/10.48550/arxiv.2606.20146,priority_reading_not_fulltext_validated,search-7.json
Bootstrapping Cognitive Agents with a Large Language Model,2024,10.1609/aaai.v38i1.27822,https://doi.org/10.1609/aaai.v38i1.27822,candidate_not_fully_reviewed,search-8.json
BrepCoder: A Unified Multimodal Large Language Model for Multi-task B-rep Reasoning,2026,10.48550/arxiv.2602.22284,https://doi.org/10.48550/arxiv.2602.22284,candidate_not_fully_reviewed,search-3.json
BRepNet: A topological message passing system for solid models,2021,10.1109/cvpr46437.2021.01258,https://doi.org/10.1109/cvpr46437.2021.01258,citation_neighbor_not_screened,citation-graph.json
"Bridging the Last Mile of Circuit Design: PostEDA-Bench, a Hierarchical Benchmark for PPA Convergence and DRC Fixing",2026,10.48550/arxiv.2605.06936,https://doi.org/10.48550/arxiv.2605.06936,candidate_not_fully_reviewed,search-5.json
Bringing Agentic Search to Earth Observation Data Discovery,2026,10.48550/arxiv.2607.02387,https://doi.org/10.48550/arxiv.2607.02387,candidate_not_fully_reviewed,search-6.json
"C-RLM: Schema-Enforced Recursive Synthesis for Auditable, Long-Context Clinical Documentation",2026,10.64898/2026.01.24.26344761,https://doi.org/10.64898/2026.01.24.26344761,citation_neighbor_not_screened,citation-graph.json
CAD-Coder: An Open-Source Vision-Language Model for Computer-Aided Design Code Generation,2026,10.1115/1.4071305,https://doi.org/10.1115/1.4071305,candidate_not_fully_reviewed,search-3.json
CausalDetox: Causal Head Selection and Intervention for Language Model Detoxification,2026,10.48550/arxiv.2604.14602,https://doi.org/10.48550/arxiv.2604.14602,excluded_off_topic_title_screen,search-10.json
Cephalo: Multi‐Modal Vision‐Language Models for Bio‐Inspired Materials Analysis and Design,2024,10.1002/adfm.202409531,https://doi.org/10.1002/adfm.202409531,citation_neighbor_not_screened,citation-graph.json
CFD-copilot: Leveraging domain-adapted large language model and model context protocol to enhance simulation automation,2026,10.1016/j.cja.2026.104321,https://doi.org/10.1016/j.cja.2026.104321,citation_neighbor_not_screened,citation-graph.json
CFDAgent with a general kinematics module: driving biological flapping flight simulation,2026,10.1016/j.taml.2026.100734,https://doi.org/10.1016/j.taml.2026.100734,citation_neighbor_not_screened,citation-graph.json
"CFDAgent: A language-guided, zero-shot multi-agent system for complex flow simulation",2025,10.1063/5.0294696,https://doi.org/10.1063/5.0294696,citation_neighbor_not_screened,citation-graph.json
Chained Recursive Language Models for Multi-Iteration Reasoning,2026,10.48550/arxiv.2608.05124,https://doi.org/10.48550/arxiv.2608.05124,candidate_not_fully_reviewed,search-0.json
ChatCFD: A Large Language Model‐Driven Agent for End‐to‐End Computational Fluid Dynamics Automation with Structured Knowledge and Reasoning,2026,10.1002/aidi.202500174,https://doi.org/10.1002/aidi.202500174,priority_reading_not_fulltext_validated,search-2.json;citation-graph.json
ChronoDreamer: Action-Conditioned World Model as an Online Simulator for Robotic Planning,2025,10.48550/arxiv.2512.18619,https://doi.org/10.48550/arxiv.2512.18619,candidate_not_fully_reviewed,search-8.json
Closing the loop with generative AI and automated experimentation in electrochemical energy innovation,2026,10.1016/j.scib.2026.07.036,https://doi.org/10.1016/j.scib.2026.07.036,citation_neighbor_not_screened,citation-graph.json
"Cognitive 3D CAD model retrieval: a multi-agent system for intent-driven, cross-modal search",2026,10.1080/09544828.2026.2617799,https://doi.org/10.1080/09544828.2026.2617799,citation_neighbor_not_screened,citation-graph.json
Compressing Code Context for LLM-based Issue Resolution,2026,10.48550/arxiv.2603.28119,https://doi.org/10.48550/arxiv.2603.28119,citation_neighbor_not_screened,citation-graph.json
Consolidation-Expansion Operator Mechanics:A Unified Framework for Adaptive Learning,2026,10.48550/arxiv.2605.09968,https://doi.org/10.48550/arxiv.2605.09968,citation_neighbor_not_screened,citation-graph.json
Constitutive scientific generative agent (CSGA): Leveraging large language models for automated constitutive model discovery,2025,10.1007/s44379-025-00022-2,https://doi.org/10.1007/s44379-025-00022-2,citation_neighbor_not_screened,citation-graph.json
Context is all you need: Toward autonomous model‐based process design using agentic AI in flowsheet simulations,2026,10.1002/aic.70488,https://doi.org/10.1002/aic.70488,citation_neighbor_not_screened,citation-graph.json
Continual Harness: Online Adaptation for Self-Improving Foundation Agents,2026,10.48550/arxiv.2605.09998,https://doi.org/10.48550/arxiv.2605.09998,citation_neighbor_not_screened,citation-graph.json
Conversational Query Engine for Mixed-Modality Heterogeneous Enterprise Data Sources,2026,10.48550/arxiv.2606.28370,https://doi.org/10.48550/arxiv.2606.28370,citation_neighbor_not_screened,citation-graph.json
Covert Influence Between Language Models,2026,10.48550/arxiv.2606.04071,https://doi.org/10.48550/arxiv.2606.04071,citation_neighbor_not_screened,citation-graph.json
"Creation, evaluation and self-validation of simulation models with large language models",2026,10.1016/j.neucom.2025.132030,https://doi.org/10.1016/j.neucom.2025.132030,citation_neighbor_not_screened,citation-graph.json
"Creation, Evaluation and Self-Validation of Simulation Models with Large Language Models",2025,10.21203/rs.3.rs-6566994/v1,https://doi.org/10.21203/rs.3.rs-6566994/v1,citation_neighbor_not_screened,citation-graph.json
CRISPR-GPT for Agentic Automation of Gene Editing Experiments,2024,10.1101/2024.04.25.591003,https://doi.org/10.1101/2024.04.25.591003,citation_neighbor_not_screened,citation-graph.json
Crystallography companion agent for high-throughput materials discovery,2020,10.48550/arxiv.2008.00283,https://doi.org/10.48550/arxiv.2008.00283,candidate_not_fully_reviewed,search-4.json
"Dadu‐E
                    : Rethinking the Role of Large Language Model in Robotic Computing Pipelines",2025,10.1002/rob.70120,https://doi.org/10.1002/rob.70120,candidate_not_fully_reviewed,search-8.json
DAR: Deontic Reasoning with Agentic Harnesses,2026,10.48550/arxiv.2606.05009,https://doi.org/10.48550/arxiv.2606.05009,citation_neighbor_not_screened,citation-graph.json
Data-driven methods for flow and transport in porous media: A review,2024,10.1016/j.ijheatmasstransfer.2024.126149,https://doi.org/10.1016/j.ijheatmasstransfer.2024.126149,citation_neighbor_not_screened,citation-graph.json
Decentralized Multi-Agent Systems with Shared Context,2026,10.48550/arxiv.2606.10662,https://doi.org/10.48550/arxiv.2606.10662,citation_neighbor_not_screened,citation-graph.json
Declarative Skills for AI Agents in Knowledge-Grounded Tool-Use Workflows,2026,10.48550/arxiv.2606.06923,https://doi.org/10.48550/arxiv.2606.06923,citation_neighbor_not_screened,citation-graph.json
Deep neural networks for data-driven LES closure models,2019,10.1016/j.jcp.2019.108910,https://doi.org/10.1016/j.jcp.2019.108910,citation_neighbor_not_screened,citation-graph.json
Deep Reasoning in General Purpose Agents via Structured Meta-Cognition,2026,10.48550/arxiv.2605.11388,https://doi.org/10.48550/arxiv.2605.11388,citation_neighbor_not_screened,citation-graph.json
DeepCAD: A Deep Generative Network for Computer-Aided Design Models,2021,10.1109/iccv48922.2021.00670,https://doi.org/10.1109/iccv48922.2021.00670,priority_reading_not_fulltext_validated,citation-graph.json
Differential-agent: large language model-empowered multiagent for numerical analysis and simulation,2026,10.1117/12.3103315,https://doi.org/10.1117/12.3103315,candidate_not_fully_reviewed,search-2.json
Drawing-Recode: Annotation Grounding for Parametric CAD Code Generation from Raster 2D CAD Drawings,2026,10.48550/arxiv.2607.27558,https://doi.org/10.48550/arxiv.2607.27558,candidate_not_fully_reviewed,search-3.json
E-RLM: Environment Recursive Language Models Typed Recursive Action Planning over Live Capability Graphs,2026,10.13140/rg.2.2.33294.52800,https://doi.org/10.13140/rg.2.2.33294.52800,candidate_not_fully_reviewed,search-0.json
EAA: Automating materials characterization with vision language model agents,2026,10.48550/arxiv.2602.15294,https://doi.org/10.48550/arxiv.2602.15294,candidate_not_fully_reviewed,search-8.json
Efficient Long-context Language Model Training by Core Attention Disaggregation,2025,10.48550/arxiv.2510.18121,https://doi.org/10.48550/arxiv.2510.18121,excluded_off_topic_title_screen,search-3.json
Efficient Similarity-Based Datasheet Retrieval and Analysis Using Retrieval-Augmented Generation for Electronic Component Selection,2026,10.3390/electronics15112301,https://doi.org/10.3390/electronics15112301,priority_reading_not_fulltext_validated,search-10.json
Embodied large language models enable robots to complete complex tasks in unpredictable environments,2025,10.1038/s42256-025-01005-x,https://doi.org/10.1038/s42256-025-01005-x,citation_neighbor_not_screened,citation-graph.json
Enhancing computational fluid dynamics with machine learning,2022,10.1038/s43588-022-00264-7,https://doi.org/10.1038/s43588-022-00264-7,citation_neighbor_not_screened,citation-graph.json
Evaluating GPT Models for Automated Literature Screening in Wastewater-Based Epidemiology,2024,10.1021/acsenvironau.4c00042,https://doi.org/10.1021/acsenvironau.4c00042,citation_neighbor_not_screened,citation-graph.json
"Evaluations of large language models in computational fluid dynamics: Leveraging, learning and creating knowledge",2025,10.1016/j.taml.2025.100597,https://doi.org/10.1016/j.taml.2025.100597,citation_neighbor_not_screened,citation-graph.json
Execution-Verified Scientific Reasoning for Autonomous Finite-Element Solver Synthesis with Domain-Adapted Large Language Models,2026,10.2139/ssrn.7371092,https://doi.org/10.2139/ssrn.7371092,citation_neighbor_not_screened,citation-graph.json
Experiments with large language models on retrieval-augmented generation for closed-source simulation software,2026,10.1007/s11044-026-10164-7,https://doi.org/10.1007/s11044-026-10164-7,citation_neighbor_not_screened,citation-graph.json
Exploring a multi-agent framework with large language models for nuclear design automation,2026,10.1016/j.egyai.2026.100805,https://doi.org/10.1016/j.egyai.2026.100805,citation_neighbor_not_screened,citation-graph.json
Exploring the Capabilities of an LLM from CFD Simulations of Turbulent Flow in a Manifold,2026,10.3390/app16115300,https://doi.org/10.3390/app16115300,citation_neighbor_not_screened,citation-graph.json
Fine-tuning a large language model for automating computational fluid dynamics simulations,2025,10.1016/j.taml.2025.100594,https://doi.org/10.1016/j.taml.2025.100594,candidate_not_fully_reviewed,search-2.json;citation-graph.json
Fine-tuning a Large Language Model for Automating Computational Fluid Dynamics Simulations,2025,10.48550/arxiv.2504.09602,https://doi.org/10.48550/arxiv.2504.09602,candidate_not_fully_reviewed,search-2.json
Foam-Agent: A large language model-based multi-agent framework for automating computational fluid dynamics workflows,2026,10.1016/j.cma.2026.119271,https://doi.org/10.1016/j.cma.2026.119271,publication_date_after_search_cutoff_check_online_date,search-2.json;citation-graph.json
Foam-Agent: A Large Language Model-Based Multi-Agent Framework for Automating Computational Fluid Dynamics Workflows,2025,10.48550/arxiv.2505.04997,https://doi.org/10.48550/arxiv.2505.04997,candidate_not_fully_reviewed,search-2.json
Foundation Models for Automatic CAD Generation,2026,10.48550/arxiv.2607.05573,https://doi.org/10.48550/arxiv.2607.05573,candidate_not_fully_reviewed,search-3.json
From Automation to Augmentation: Redefining Engineering Design and Manufacturing in the Age of NextGen-AI,2024,10.21428/e4baedd9.e39b392d,https://doi.org/10.21428/e4baedd9.e39b392d,citation_neighbor_not_screened,citation-graph.json
From Compression to Exploration: Active Querying Agent for 3D Physical Field Understanding,2026,10.1145/3770855.3819007,https://doi.org/10.1145/3770855.3819007,citation_neighbor_not_screened,citation-graph.json
From Data to Theory: Autonomous Large Language Model Agents for Materials Science,2026,10.48550/arxiv.2604.19789,https://doi.org/10.48550/arxiv.2604.19789,candidate_not_fully_reviewed,search-4.json
From perception to governance: Knowledge-enhanced intelligence for smart sustainable buildings,2026,10.1016/j.enbuild.2026.118128,https://doi.org/10.1016/j.enbuild.2026.118128,citation_neighbor_not_screened,citation-graph.json
Fusion 360 gallery,2021,10.1145/3450626.3459818,https://doi.org/10.1145/3450626.3459818,citation_neighbor_not_screened,citation-graph.json
G-Agent: A Large Language Model-Driven Multi-Agent Framework for Automated Configuration Optimization of Scramjet Cavity Combustors,2026,10.3390/aerospace13090790,https://doi.org/10.3390/aerospace13090790,citation_neighbor_not_screened,citation-graph.json
GenAI for Systems: Recurring Challenges and Design Principles from Software to Silicon,2026,10.48550/arxiv.2602.15241,https://doi.org/10.48550/arxiv.2602.15241,citation_neighbor_not_screened,citation-graph.json
"Generative AI in Manufacturing and Industrial Contexts: A Systematic Review of Applications, Challenges, and Future Directions",2026,10.3390/electronics15153485,https://doi.org/10.3390/electronics15153485,citation_neighbor_not_screened,citation-graph.json
GNN: Graph Neural Network and Large Language Model Based for Data Discovery,2024,10.2139/ssrn.4935670,https://doi.org/10.2139/ssrn.4935670,candidate_not_fully_reviewed,search-6.json
GNN: Graph Neural Network and Large Language Model for Data Discovery,2026,10.1109/icecet65726.2026.11633082,https://doi.org/10.1109/icecet65726.2026.11633082,candidate_not_fully_reviewed,search-6.json
GNN: Graph Neural Network and Large Language Model for Data Discovery,2024,10.48550/arxiv.2408.13609,https://doi.org/10.48550/arxiv.2408.13609,candidate_not_fully_reviewed,search-6.json
Heat transfer prediction of supercritical water with artificial neural networks,2018,10.1016/j.applthermaleng.2017.12.063,https://doi.org/10.1016/j.applthermaleng.2017.12.063,citation_neighbor_not_screened,citation-graph.json
Hierarchical Multi-agent Large Language Model Reasoning for Autonomous Functional Materials Discovery,2025,10.48550/arxiv.2512.13930,https://doi.org/10.48550/arxiv.2512.13930,candidate_not_fully_reviewed,search-4.json
Hierarchical Visual Agent: Managing Contexts in Joint Image-Text Space for Advanced Chart Reasoning,2026,10.48550/arxiv.2605.04304,https://doi.org/10.48550/arxiv.2605.04304,citation_neighbor_not_screened,citation-graph.json
How U4 and U8 Solve Hallucinations in AI Recursive Language Models,2026,10.13140/rg.2.2.20703.52647,https://doi.org/10.13140/rg.2.2.20703.52647,candidate_not_fully_reviewed,search-0.json
Identifying and Adapting Transformer-Components Responsible for Gender Bias in an English Language Model,2023,10.18653/v1/2023.blackboxnlp-1.29,https://doi.org/10.18653/v1/2023.blackboxnlp-1.29,excluded_off_topic_title_screen,search-10.json
Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering,2023,10.1162/tacl_a_00530,https://doi.org/10.1162/tacl_a_00530,citation_neighbor_not_screened,citation-graph.json
Information transfer between turbulent boundary layers and porous media,2021,10.1017/jfm.2021.445,https://doi.org/10.1017/jfm.2021.445,citation_neighbor_not_screened,citation-graph.json
Integrating data and physics: A review of data-driven methods for computational multiphase flow,2026,10.1016/j.cej.2026.173311,https://doi.org/10.1016/j.cej.2026.173311,citation_neighbor_not_screened,citation-graph.json
Integration of Large Language Model (LLM) and Building Information Modeling (BIM) for Enhanced Construction Project Lifecycle Management: A Review,2025,10.1007/978-3-031-86039-3_10,https://doi.org/10.1007/978-3-031-86039-3_10,candidate_not_fully_reviewed,search-7.json
Interactive Design by Integrating a Large Pre-Trained Language Model and Building Information Modeling,2024,10.1061/9780784485231.035,https://doi.org/10.1061/9780784485231.035,candidate_not_fully_reviewed,search-7.json
Interactive Design by Integrating a Large Pre-Trained Language Model and Building Information Modeling,2023,10.48550/arxiv.2306.14165,https://doi.org/10.48550/arxiv.2306.14165,candidate_not_fully_reviewed,search-7.json
Intersecting Machining Feature Localization and Recognition via Single Shot Multibox Detector,2021,10.1109/tii.2020.3030620,https://doi.org/10.1109/tii.2020.3030620,citation_neighbor_not_screened,citation-graph.json
IteraSim RAG: A Multi-Stage Retrieval-Augmented Agentic Back-End for OpenFOAM-Based Computational Fluid Dynamics,2026,10.48550/arxiv.2607.20346,https://doi.org/10.48550/arxiv.2607.20346,citation_neighbor_not_screened,citation-graph.json
KGLAMP: Knowledge Graph-guided Language model for Adaptive Multi-robot Planning and Replanning,2026,10.48550/arxiv.2602.04129,https://doi.org/10.48550/arxiv.2602.04129,candidate_not_fully_reviewed,search-8.json
"Knowledge-based approach and system for assembly oriented design, Part I: the approach",2001,10.1016/s0952-1976(00)00060-9,https://doi.org/10.1016/s0952-1976(00)00060-9,citation_neighbor_not_screened,citation-graph.json
Knowledge-based model for constructing master assembly sequence,2015,10.1016/j.jmsy.2014.10.004,https://doi.org/10.1016/j.jmsy.2014.10.004,citation_neighbor_not_screened,citation-graph.json
LADAC: Large Language Model-driven Auto-Designer for Analog Circuits,2024,10.36227/techrxiv.170473941.10097233/v1,https://doi.org/10.36227/techrxiv.170473941.10097233/v1,candidate_not_fully_reviewed,search-5.json
Large Language Model Automated Construction of Continuous-Adjoint Topology Optimization Solvers,2026,10.2139/ssrn.7358525,https://doi.org/10.2139/ssrn.7358525,citation_neighbor_not_screened,citation-graph.json
Large language model driven development of turbulence models,2025,10.1017/flo.2025.10032,https://doi.org/10.1017/flo.2025.10032,citation_neighbor_not_screened,citation-graph.json
Large Language Model Driven Development of Turbulence Models,2026,10.2514/6.2026-0291,https://doi.org/10.2514/6.2026-0291,citation_neighbor_not_screened,citation-graph.json
"Large Language Model in Materials Science: Roles, Challenges, and Strategic Outlook",2025,10.1002/aidi.202500085,https://doi.org/10.1002/aidi.202500085,candidate_not_fully_reviewed,search-4.json
Large language model-assisted sensitivity analysis and parameter optimization in computational fluid dynamics,2026,10.1016/j.taml.2026.100660,https://doi.org/10.1016/j.taml.2026.100660,candidate_not_fully_reviewed,search-2.json
Large language model-based task planning for service robots: A review,2025,10.48550/arxiv.2510.23357,https://doi.org/10.48550/arxiv.2510.23357,candidate_not_fully_reviewed,search-8.json
Large Language Model-Driven Code Compliance Checking in Building Information Modeling,2025,10.3390/electronics14112146,https://doi.org/10.3390/electronics14112146,candidate_not_fully_reviewed,search-7.json
Large Language Model-Driven Code Compliance Checking in Building Information Modeling,2025,10.48550/arxiv.2506.20551,https://doi.org/10.48550/arxiv.2506.20551,candidate_not_fully_reviewed,search-7.json
